"ID-Q","Questions"
"Q5793","family_roleB (how close are you to your family)"
"Q5794","good_hear (thats so good to hear) memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q5795","okay_confirm (okay) feelguilty (whats something you feel guilty about)"
"Q5796","tell_about_that (can you tell me about that)"
"Q5797","yeah_downer (yeah) been_hard (that sounds really hard)"
"Q5798","good_job (it can be tough to find a good job these days) influence_positive (whos someone thats been a positive influence in your life)"
"Q5799","okay_confirm (okay) easy_sleep (how easy is it for you to get a good nights sleep)"
"Q5800","sleep_affects (what are you like when you dont sleep well)"
"Q5801","feel_lately (how have you been feeling lately)"
"Q5802","mhm (mhm)"
"Q5803","why2 (why)"
"Q5804","nice (nice) behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q5805","ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q5806","depression_diagnosed (have you been diagnosed with depression)"
"Q5807","happy_lasttime (tell me about the last time you felt really happy)"
"Q5808","more (tell me more about that)"
"Q5809","cool3 (cool) BF_describe (how would your best friend describe you)"
"Q5810","self_change (what are some things you wish you could change about yourself)"
"Q5811","feelbadly (tell me about a time when someone made you feel really badly about yourself)"
"Q5812","okay_confirm (okay) Ellie17Dec2012_07 (what would you say are some of your best qualities)"
"Q5813","thats_good (thats good) ideal_weekendC (tell me how you spend your ideal weekend)"
"Q5814","okay_confirm (okay) Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)"
"Q5815","awesome (awesome) regret (is there anything you regret)"
"Q5816","isee_downer (i see) advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q5817","give_example (can you give me an example of that)"
"Q5818","yeah_downer (yeah) Ellie17Dec2012_09 (what are some things that usually put you in a good mood)"
"Q5819","Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q5820","thats_good (thats good)"
"Q5821","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q5822","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q5823","thats_good (thats good) where_originally (where are you from originally)"
"Q5824","really (really)"
"Q5825","when_LA (when did you move to l_a)"
"Q5826","often_backB (how often do you go back to your hometown)"
"Q5827","compares_LA (how does it compare to l_a)"
"Q5828","why_LA (why did you move to l_a)"
"Q5829","adapted_LA (how easy was it for you to get used to living in l_a)"
"Q5830","tell_about_that (can you tell me about that)"
"Q5831","like_about_LA (what are some things you really like about l_a)"
"Q5832","uh_huh (uh huh)"
"Q5833","dont_like_LA (what are some things you dont really like about l_a)"
"Q5834","see_mean (i see what you mean) travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q5835","why2 (why)"
"Q5836","okay_confirm (okay) study (what did you study at school)"
"Q5837","sounds_interesting (that sounds interesting)"
"Q5838","hard_decision (how did you decide to do that)"
"Q5839","thats_great (thats great)"
"Q5840","dream_job (whats your dream job)"
"Q5841","difficult (how hard is that)"
"Q5842","isee_downer (i see) shyoutgoing (do you consider yourself more shy or outgoing)"
"Q5843","understand (i understand) relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q5844","cool3 (cool) control_temper (how are you at controlling your temper)"
"Q5845","thats_good (thats good) last_argument (when was the last time you argued with someone and what was it about)"
"Q5846","feelguilty (whats something you feel guilty about)"
"Q5847","okay_confirm (okay) situation_handled (tell me about a situation that you wish you had handled differently)"
"Q5848","hmm_downer (hmm) hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q5849","change_directions (what made you decide to do that)"
"Q5850","happy_didthat (are you happy you did that)"
"Q5851","thats_good (thats good) memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q5852","tell_about_that (can you tell me about that)"
"Q5853","avoid (could you have done anything to avoid it)"
"Q5854","okay_confirm (okay) family_relationship (tell me about your relationship with your family)"
"Q5855","influence_positive (whos someone thats been a positive influence in your life)"
"Q5856","good_hear (thats so good to hear) easy_sleep (how easy is it for you to get a good nights sleep)"
"Q5857","sleep_affects (what are you like when you dont sleep well)"
"Q5858","feel_lately (how have you been feeling lately)"
"Q5859","behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q5860","symptoms_cope (how do you cope with them)"
"Q5861","ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q5862","depression_diagnosed (have you been diagnosed with depression)"
"Q5863","happy_lasttime (tell me about the last time you felt really happy)"
"Q5864","memorableB (whats one of your most memorable experiences)"
"Q5865","describe_felt (how did you feel in that moment)"
"Q5866","BF_describe (how would your best friend describe you)"
"Q5867","self_change (what are some things you wish you could change about yourself)"
"Q5868","feelbadly (tell me about a time when someone made you feel really badly about yourself)"
"Q5869","regret (is there anything you regret)"
"Q5870","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q5871","ideal_weekendC (tell me how you spend your ideal weekend)"
"Q5872","Ellie17Dec2012_09 (what are some things that usually put you in a good mood)"
"Q5873","okay_confirm (okay) Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q5874","asked_everything (okay i think i have asked everything i need to) appreciate_open (thanks for sharing your thoughts with me) bye (goodbye)"
"Q5875","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q5876","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q5877","thats_good (thats good) where_originally (where are you from originally)"
"Q5878","really (really)"
"Q5879","when_LA (when did you move to l_a)"
"Q5880","compares_LA (how does it compare to l_a)"
"Q5881","why_LA (why did you move to l_a)"
"Q5882","im_sorry (im sorry)"
"Q5883","adapted_LA (how easy was it for you to get used to living in l_a)"
"Q5884","like_about_LA (what are some things you really like about l_a)"
"Q5885","mhm (mhm)"
"Q5886","dont_like_LA (what are some things you dont really like about l_a)"
"Q5887","see_mean (i see what you mean) travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q5888","travel_changed (what do you enjoy about traveling)"
"Q5889","travel_trips (id love to hear about one of your trips)"
"Q5890","nice (nice)"
"Q5891","memorableB (whats one of your most memorable experiences)"
"Q5892","mhm (mhm)"
"Q5893","awesome (awesome)"
"Q5894","shyoutgoing (do you consider yourself more shy or outgoing)"
"Q5895","why2 (why)"
"Q5896","understand (i understand) relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q5897","thats_great (thats great) control_temper (how are you at controlling your temper)"
"Q5898","last_argument (when was the last time you argued with someone and what was it about)"
"Q5899","describe_felt (how did you feel in that moment)"
"Q5900","yeah_downer (yeah) situation_handled (tell me about a situation that you wish you had handled differently)"
"Q5901","isee_downer (i see) how_know (how do you know them)"
"Q5902","Ellie17Dec2012_06 (wow) been_hard (that sounds really hard)"
"Q5903","change_directions (what made you decide to do that)"
"Q5904","see_mean (i see what you mean)"
"Q5905","hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q5906","tell_about_that (can you tell me about that)"
"Q5907","yeah_downer (yeah)"
"Q5908","memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q5909","okay_confirm (okay) family_relationship (tell me about your relationship with your family)"
"Q5910","thats_good (thats good) influence_positive (whos someone thats been a positive influence in your life)"
"Q5911","tell_about_that (can you tell me about that)"
"Q5912","easy_sleep (how easy is it for you to get a good nights sleep)"
"Q5913","sleep_affects (what are you like when you dont sleep well)"
"Q5914","feel_lately (how have you been feeling lately)"
"Q5915","yeah_downer (yeah) behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q5916","okay_confirm (okay) ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q5917","depression_diagnosed (have you been diagnosed with depression)"
"Q5918","happy_lasttime (tell me about the last time you felt really happy)"
"Q5919","great_situation (that sounds like a great situation) BF_describe (how would your best friend describe you)"
"Q5920","self_change (what are some things you wish you could change about yourself)"
"Q5921","hmm_downer (hmm feelbadly (tell me about a time when someone made you feel really badly about yourself)"
"Q5922","okay_confirm (okay) regret (is there anything you regret)"
"Q5923","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q5924","study (what did you study at school)"
"Q5925","dream_job (whats your dream job)"
"Q5926","okay_confirm (okay) Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)"
"Q5927","nice (nice) Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q5928","asked_everything (okay i think i have asked everything i need to) appreciate_open (thanks for sharing your thoughts with me)"
"Q5929","bye (goodbye)"
"Q5930","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q5931","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q5932","thats_good (thats good) where_originally (where are you from originally)"
"Q5933","really (really)"
"Q5934","when_LA (when did you move to l_a)"
"Q5935","often_backB (how often do you go back to your hometown)"
"Q5936","why2 (why)"
"Q5937","makes_sense (that makes sense) compares_LA (how does it compare to l_a)"
"Q5938","mhm (mhm)"
"Q5939","why_LA (why did you move to l_a)"
"Q5940","adapted_LA (how easy was it for you to get used to living in l_a)"
"Q5941","thats_good (thats good) like_about_LA (what are some things you really like about l_a)"
"Q5942","see_mean (i see what you mean)"
"Q5943","travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q5944","travel_changed (what do you enjoy about traveling)"
"Q5945","travel_trips (id love to hear about one of your trips)"
"Q5946","memorableB (whats one of your most memorable experiences)"
"Q5947","shyoutgoing (do you consider yourself more shy or outgoing)"
"Q5948","okay_confirm (okay) relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q5949","mhm (mhm)"
"Q5950","control_temper (how are you at controlling your temper)"
"Q5951","last_argument (when was the last time you argued with someone and what was it about)"
"Q5952","okay_confirm (okay)"
"Q5953","situation_handled (tell me about a situation that you wish you had handled differently)"
"Q5954","yeah_downer (yeah)"
"Q5955","see_mean (i see what you mean) hard_decisionB (tell me about the hardest decision youve ever had to make)"
"Q5956","yeah_downer (yeah) sorry_hear (im sorry to hear that)"
"Q5957","memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q5958","mm (mm)"
"Q5959","yeah3 (yeah)"
"Q5960","right2 (right)"
"Q5961","symptoms_cope (how do you cope with them)"
"Q5962","yeah_downer (yeah) family_relationship (tell me about your relationship with your family)"
"Q5963","influence_positive (whos someone thats been a positive influence in your life)"
"Q5964","influence_positive (whos someone thats been a positive influence in your life)"
"Q5965","tell_about_that (can you tell me about that)"
"Q5966","okay_confirm (okay) easy_sleep (how easy is it for you to get a good nights sleep)"
"Q5967","see_mean (i see what you mean) feel_lately (how have you been feeling lately)"
"Q5968","behavior_changes (have you noticed any changes in your behavior or thoughts lately)"
"Q5969","okay_confirm (okay) ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q5970","right2 (right) depression_diagnosed (have you been diagnosed with depression)"
"Q5971","happy_lasttime (tell me about the last time you felt really happy)"
"Q5972","yeah3 (yeah)"
"Q5973","understand (i understand) BF_describe (how would your best friend describe you)"
"Q5974","regret (is there anything you regret)"
"Q5975","advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q5976","yeah3 (yeah)"
"Q5977","Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q5978","thats_great (thats great) asked_everything (okay i think i have asked everything i need to) appreciate_open (thanks for sharing your thoughts with me)"
"Q5979","bye (goodbye)"
"Q5980","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q5981","okay_confirm (okay) how_doingV (so how are you doing today)"
"Q5982","thats_good (thats good) where_originally (where are you from originally)"
"Q5983","really (really) like_about_LA (what are some things you really like about l_a)"
"Q5984","dont_like_LA (what are some things you dont really like about l_a)"
"Q5985","see_mean (i see what you mean) travel_shoes (im sure you can tell by my shoes im not much of a world explorer do you travel a lot)"
"Q5986","bouts_symptoms (when was the last time that happened)"
"Q5987","nice (nice)"
"Q5988","memorableB (whats one of your most memorable experiences)"
"Q5989","mind (whatever comes to your mind)"
"Q5990","study (what did you study at school)"
"Q5991","still_working_on_X (are you still working in that)"
"Q5992","hard_decision (how did you decide to do that)"
"Q5993","makes_sense (that makes sense) dream_job (whats your dream job)"
"Q5994","okay_confirm (okay) shyoutgoing (do you consider yourself more shy or outgoing)"
"Q5995","relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q5996","control_temper (how are you at controlling your temper)"
"Q5997","last_argument (when was the last time you argued with someone and what was it about)"
"Q5998","yeah_downer (yeah) describe_felt (how did you feel in that moment)"
"Q5999","isee_downer (i see) situation_handled (tell me about a situation that you wish you had handled differently)"
"Q6000","okay_confirm (okay) memory_erase (tell me about an event or something that you wish you could erase from your memory)"
"Q6001","im_sorry (im sorry) family_relationship (tell me about your relationship with your family)"
"Q6002","thats_good (thats good) influence_positive (whos someone thats been a positive influence in your life)"
"Q6003","thats_great (thats great) easy_sleep (how easy is it for you to get a good nights sleep)"
"Q6004","sleep_affects (what are you like when you dont sleep well)"
"Q6005","okay_confirm (okay) feel_lately (how have you been feeling lately)"
"Q6006","symptoms_cope (how do you cope with them)"
"Q6007","okay_confirm (okay) ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)"
"Q6008","depression_diagnosed (have you been diagnosed with depression)"
"Q6009","happy_lasttime (tell me about the last time you felt really happy)"
"Q6010","thats_great (thats great) BF_describe (how would your best friend describe you)"
"Q6011","self_change (what are some things you wish you could change about yourself)"
"Q6012","feelbadly (tell me about a time when someone made you feel really badly about yourself)"
"Q6013","that_sucks (that sucks) advice_back (what advice would you give to yourself ten or twenty years ago)"
"Q6014","regret (is there anything you regret)"
"Q6015","avoid (could you have done anything to avoid it)"
"Q6016","okay_confirm (okay) ideal_weekendC (tell me how you spend your ideal weekend)"
"Q6017","Ellie17Dec2012_08 (what are you most proud of in your life)"
"Q6018","hi i'm ellie thanks for coming in today i was created to talk to people in a safe and secure environment i'm not a therapist but i'm here to learn about people and would love to learn about you i'll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential. Are you okay with this?"
"Q6019","okay so how are you doing today"
"Q6020","that's good. where are you from originally"
"Q6021","really"
"Q6022","what are some things you really like about los angeles "
"Q6023","uh huh"
"Q6024","aw"
"Q6025","yeah "
"Q6026","what are some things you don't really like about los angeles"
"Q6027","can you tell me about that "
"Q6028","i'm sorry to hear that"
"Q6029","<laughter> "
"Q6030","what'd you study at school "
"Q6031","that sounds interesting "
"Q6032","are you still doing that "
"Q6033","what do you do now "
"Q6034","how did you decide to do that "
"Q6035","that's great "
"Q6036","do you consider yourself an introvert "
"Q6037","why"
"Q6038","what do you do to relax"
"Q6039","okay "
"Q6040","what are some things that make you really mad "
"Q6041","yeah"
"Q6042","what do you do when you're annoyed "
"Q6043","how are you at controlling your temper"
"Q6044","when was the last time you argued with someone and what was it about "
"Q6045","uh huh"
"Q6046","that sounds really hard"
"Q6047","okay"
"Q6048","when was the last time you felt really happy "
"Q6049","tell me more about that "
"Q6050","that sounds like a great situation"
"Q6051","how would your best friend describe you"
"Q6052","that's good "
"Q6053","why"
"Q6054","has that gotten you in trouble "
"Q6055","has that gotten you in trouble"
"Q6056","have you ever served in the military"
"Q6057","have you ever been diagnosed with p_t_s_d"
"Q6058","why"
"Q6059","uh huh "
"Q6060","are they triggered by something "
"Q6061","have you been diagnosed with depression"
"Q6062","how have you been feeling lately"
"Q6063","yeah"
"Q6064","have you noticed any changes in your behavior or thoughts lately "
"Q6065","tell me more about that "
"Q6066","uh huh"
"Q6067","that sucks "
"Q6068","do you feel that way often "
"Q6069","let's come back to that later"
"Q6070","how easy is it for you to get a good night's sleep"
"Q6071","what are you like when you don't sleep well "
"Q6072","<laughter> "
"Q6073","what would you say are some of your best qualities "
"Q6074","do you travel a lot"
"Q6075","what do you enjoy about traveling"
"Q6076","i'd love to hear about one of your trips"
"Q6077","wow"
"Q6078","are you happy you did that"
"Q6079","awesome"
"Q6080","what's one of your most memorable experiences "
"Q6081","that's good "
"Q6082","who's someone that's been a positive influence in your life "
"Q6083","uh huh "
"Q6084","that's great "
"Q6085","is there anything you regret "
"Q6086","can you give me an example of that "
"Q6087","what advice would you give yourself ten or twenty years ago "
"Q6088","tell me more about that"
"Q6089","tell me more about that"
"Q6090","uh huh uh huh "
"Q6091","that makes sense "
"Q6092","what are you most proud of in your life"
"Q6093","that's great "
"Q6094","okay i think i've asked everything i need to thanks for sharing your thoughts with me "
"Q6095","thanks for sharing your thoughts with me "
"Q6096","goodbye goodbye "
"Q6097","hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environmentthink of me as a friend i dont judge i cant im a computer im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential how are you doing today"
"Q6098","thats good im great thanks where are you from originally"
"Q6099","really me too"
"Q6100","why dont we talk about that later"
"Q6101","what are some things you really like about l_a"
"Q6102","okay whatd you study at school"
"Q6103","nice are you still working in that"
"Q6104","why"
"Q6105","tell me more about that"
"Q6106","whats your dream job"
"Q6107","that sounds really hard"
"Q6108","thats great how close are you to your family"
"Q6109","<laughter> can you give me an example of that"
"Q6110","<laughter> i see what you mean do you consider yourself an introvert"
"Q6111","why"
"Q6112","okay what do you do when youre annoyed"
"Q6113","mhm"
"Q6114","okay when was the last time you argued with someone and what was it about"
"Q6115","how did you feel in that moment"
"Q6116","that sucks"
"Q6117","how are you at controlling your temper"
"Q6118","okay whats one of your most memorable experiences"
"Q6119","im sorry tell me more about that"
"Q6120","mm"
"Q6121","thats good do you feel down"
"Q6122","yeah like what"
"Q6123","yeah when was the last time that happened"
"Q6124","how do you cope with them"
"Q6125","have you been diagnosed with depression"
"Q6126","tell me more about that"
"Q6127","that sounds really hard"
"Q6128","have you noticed any changes in your behavior or thoughts lately"
"Q6129","do you have disturbing thoughts"
"Q6130","how easy is it for you to get a good night sleep"
"Q6131","what are you like when you dont sleep well"
"Q6132","do you travel a lot"
"Q6133","whatever comes to your mind"
"Q6134","what do you enjoy about traveling"
"Q6135","awesome id love to hear about one of your trips"
"Q6136","mhm"
"Q6137","cool"
"Q6138","what advice would you give yourself ten or twenty years ago"
"Q6139","what made you decide to do that"
"Q6140","there are always trade-offs in life arent there"
"Q6141","is there anything you regret"
"Q6142","how would your best friend describe you"
"Q6143","how do you know them"
"Q6144","whos someone thats been a positive influence in your life"
"Q6145","thats so good to hear"
"Q6146","when was the last time you felt really happy"
"Q6147","thats great id love to hear all about it"
"Q6148","thats good okay i think ive asked everything i need to thanks for sharing your thoughts with me"
"Q6149","goodbye"
"Q6150","hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment think of me as a friend i dont judge i cant im a computer im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential"
"Q6151","where are you from originally"
"Q6152","really whyd you move to l_a"
"Q6153","how easy was it for you to get used to living in l_a"
"Q6154","thats good how do you like your living situation"
"Q6155","[laughter]"
"Q6156","yeah how do you know them"
"Q6157","how close are you to them"
"Q6158","tell me more about that"
"Q6159","yes"
"Q6160","uh oh"
"Q6161","yeah that sucks"
"Q6162","how are you at controlling your temper"
"Q6163","why"
"Q6164","that makes sense"
"Q6165","whos someone thats been a positive influence in your life"
"Q6166","wow"
"Q6167","can you give me an example of that"
"Q6168","how do you know them"
"Q6169","yeah"
"Q6170","nice"
"Q6171","what are some things you like to do for fun"
"Q6172","okay how close are you to your family"
"Q6173","mm"
"Q6174","okay"
"Q6175","thats good"
"Q6176","what are some things that make you really mad"
"Q6177","when was the last time you argued with someone and what was it about"
"Q6178","do you feel that way often"
"Q6179","whatever comes to your mind"
"Q6180","okay whats your dream job"
"Q6181","yeah"
"Q6182","okay do you travel a lot"
"Q6183","wow"
"Q6184","yeah"
"Q6185","what do you enjoy about traveling"
"Q6186","i see what you mean id love to hear about one of your trips"
"Q6187","oh my gosh"
"Q6188","i see what you mean"
"Q6189","how easy is it for you to get a good nights sleep"
"Q6190","what are you like when you dont sleep well"
"Q6191","do you feel that way often"
"Q6192","have you noticed any changes in your behavior or thoughts lately"
"Q6193","it can be tough to find a good job these days"
"Q6194","mhm"
"Q6195","that sounds really hard"
"Q6196","do you feel down"
"Q6197","nice"
"Q6198","im sorry"
"Q6199","have you been diagnosed with depression"
"Q6200","okay have you ever been diagnosed with p_t_s_d"
"Q6201","have you ever served in the military"
"Q6202","okay what advice would you give yourself ten or twenty years ago"
"Q6203","like what"
"Q6204","what do you do to relax"
"Q6205","whats one of your most memorable experiences"
"Q6206","aww"
"Q6207","mhm"
"Q6208","thats great"
"Q6209","awesome"
"Q6210","how would your best friend describe you"
"Q6211","[laughter]"
"Q6212","okay when was the last time you felt really happy"
"Q6213","that sounds like a great situation"
"Q6214","okay i think ive asked everything i need to thanks for sharing your thoughts with me goodbye"
"Q6215","hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you okay with this"
"Q6216","okay so how are you doing today"
"Q6217","thats good where are you from originally"
"Q6218","really whyd you move to l_a"
"Q6219","how did you decide to do that"
"Q6220","whats your dream job"
"Q6221","how hard is that"
"Q6222","that sucks"
"Q6223","do you travel a lot"
"Q6224","okay what are some things you really like about l_a"
"Q6225","okay what are some things you dont really like about l_a"
"Q6226","yeah i see what you mean how easy was it for you to get used to living in l_a"
"Q6227","im sorry to hear that do you consider yourself an introvert"
"Q6228","okay what are some things that make you really mad"
"Q6229","okay how are you at controlling your temper"
"Q6230","okay when was the last time you argued with someone and what was it about"
"Q6231","okay where do you live"
"Q6232","cool do you have roommates"
"Q6233","aw how do you like your living situation"
"Q6234","why"
"Q6235","oh that sounds really hard"
"Q6236","whos someone thats been a positive influence in your life"
"Q6237","whos someone thats been a positive influence in your life"
"Q6238","how close are you to your family"
"Q6239","uh huh"
"Q6240","okay i understand how would your best friend describe you"
"Q6241","what are you most proud of in your life"
"Q6242","thats great what would you say are some of your best qualities"
"Q6243","okay have you ever served in the military"
"Q6244","have you ever been diagnosed with p_t_s_d"
"Q6245","how long ago were you diagnosed"
"Q6246","what got you to seek help"
"Q6247","yeah im sorry to hear that"
"Q6248","how have you been feeling lately"
"Q6249","uh huh"
"Q6250","that sounds really hard"
"Q6251","have you noticed any changes in your behavior or thoughts lately"
"Q6252","thats great"
"Q6253","mhm"
"Q6254","thats good have you been diagnosed with depression"
"Q6255","how hard is that did you think you had a problem before you found out"
"Q6256","what were your symptoms"
"Q6257","do you feel like therapys useful"
"Q6258","mhm"
"Q6259","yeah i see what you mean what sort of changes have you noticed since youve been going to therapy"
"Q6260","why did you stop"
"Q6261","mhm"
"Q6262","okay tell me about something you did recently that you really enjoyed"
"Q6263","okay when was the last time you felt really happy"
"Q6264","im sorry to hear that"
"Q6265","whats one of your most memorable experiences"
"Q6266","<laughter>"
"Q6267","thats great"
"Q6268","is there anything you regret"
"Q6269","mhm"
"Q6270","thats good what advice would you give yourself ten or twenty years ago"
"Q6271","that makes sense what are some things that usually put you in a good mood"
"Q6272","thats great okay i think ive asked everything i need to"
"Q6273","thanks for sharing your thoughts with me"
"Q6274","goodbye"
"Q6275","hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you okay with this"
"Q6276","okay so how are you doing today"
"Q6277","thats good where are you from originally"
"Q6278","really. what are some things you really like about l_a"
"Q6279","mhm what are some things you dont really like about l_a"
"Q6280","yeah i see what you mean do you travel a lot"
"Q6281","what do you enjoy about traveling"
"Q6282","id love to hear about one of your trips"
"Q6283","that sucks"
"Q6284","do you consider yourself an introvert"
"Q6285","tell me more about that"
"Q6286","mhm"
"Q6287","okay how would your best friend describe you"
"Q6288","whatd you study at school"
"Q6289","are you still working in that"
"Q6290","what do you do now"
"Q6291","how did you decide to do that"
"Q6292","that sounds interesting. are you happy you did that"
"Q6293","whos someone thats been a positive influence in your life"
"Q6294","how close are you to your family"
"Q6295","thats good. what do you do to relax"
"Q6296","how easy is it for you to get a good nights sleep"
"Q6297","are they triggered by something"
"Q6298","yeah"
"Q6299","what are you like when you dont sleep well"
"Q6300","how do you cope with them"
"Q6301","how hard is that"
"Q6302","have you ever been diagnosed with p_t_s_d"
"Q6303","how long ago were you diagnosed"
"Q6304","what got you to seek help"
"Q6305","uh huh"
"Q6306","that sounds really hard"
"Q6307","do you still go to therapy now"
"Q6308","why did you stop"
"Q6309","uh huh"
"Q6310","im sorry to hear that"
"Q6311","yeah"
"Q6312","how have you been feeling lately"
"Q6313","thats good when was the last time you felt really happy"
"Q6314","can you tell me about that"
"Q6315","thats so good to hear"
"Q6316","what are you most proud of in your life"
"Q6317","mhm"
"Q6318","yeah"
"Q6319","thats great"
"Q6320","is there anything you regret"
"Q6321","what advice would you give yourself ten or twenty years ago"
"Q6322","yeah"
"Q6323","mhm"
"Q6324","i see what you mean"
"Q6325","what are some things that make you really mad"
"Q6326","mhm"
"Q6327","what do you do when youre annoyed"
"Q6328","thats good. how are you at controlling your temper"
"Q6329","okay. when was the last time you argued with someone and what was it about"
"Q6330","whats one of your most memorable experiences"
"Q6331","thats great how did you feel in that moment"
"Q6332","wow"
"Q6333","awesome"
"Q6334","what would you say are some of your best qualities"
"Q6335","thats good"
"Q6336","what are some things that usually put you in a good mood"
"Q6337","mhm"
"Q6338","okay i think ive asked everything i need to"
"Q6339","thanks for sharing your thoughts with me"
"Q6340","goodbye"
"Q6341","IntroV4Confirmation (hi im ellie thanks for coming in today i was created to talk to people in a safe and secure environment im not a therapist but im here to learn about people and would love to learn about you ill ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)"
"Q6342","how_doingV (so how are you doing today)"
"Q6343","sorry_hear (im sorry to hear that) where_originally (where are you from originally)"
"Q6344","really (really)"
"Q6345","why_LA (why did you move to l_a)"
"Q6346","adapted_LA (how easy was it for you to get used to living in l_a)"
"Q6347","often_backB (how often do you go back to your hometown)"
"Q6348","difficult (how hard is that)"
"Q6349","yeah_downer (yeah) shyoutgoing (do you consider yourself more shy or outgoing)"
"Q6350","okay_confirm (okay) relax_fishtank (sometimes when im feeling tense i turn on the fish tank screensaver hey i know its not hawaii but its the best ive got what do you do to relax)"
"Q6351","mhm (mhm) bouts_symptoms (when was the last time that happened)"
"Q6352","cool3 (cool)"
"Q6353","mm (mm) change_directions (what made you decide to do that)"
"Q6354","uh_huh (uh huh)"
"Q6355","yeah3 (yeah)"
"Q6356","last_argument (when was the last time you argued with someone and what was it about)"
"Q6357","wild_laughter5 ((laughter))"
"Q6358","okay_confirm (okay) feelguilty (whats something you feel guilty about)"
"Q6359","hmm_downer (hmm) avoid (could you have done anything to avoid it)"
"Q6360","yeah_downer (yeah)"
"Q6361","too_hard (do you think that maybe youre being a little hard on yourself)"
"Q6362","yeah_downer (yeah) been_hard (that sounds really hard)"
"Q6363","Ellie17Dec2012_03 (thats good) symptoms_cope (how do you cope with them)"
"Q6364","mhm (mhm)"
"Q6365","trigger (are they triggered by something)"
"Q6366","that_sucks (that sucks)"
"Q6367","easy_sleep (how easy is it for you to get a good nights sleep)"
"Q6368","mhm (mhm) sleep_affects (what are you like when you dont sleep well)"
